name,description,facilities,activities,island,site_link
Keokea Beach Park,"Located on the Big Island's rocky North Kohala shoreline, Keokea Beach is a boulder beach backed by sea cliffs. The swimming conditions are rather poor here because the bay is not protected by offshore reefs, so the surf is strong and the water rough on most days. Local residents have built a breakwater of boulders to improve the cove. There is a small stream in the park area where children can play, but make sure to keep an eye out so they don't stray off to the rocks. What it lacks in the water, Keokea makes up for on the coast. This beach has some of the best facilities in the area, including picnic tables, pavilions, fire pits, barbecue grills, restrooms and showers. The beach is a popular picnicking spot and gets crowded during the weekends and holidays.      ",,fishing,Hawaii,https://www.to-hawaii.com/big-island/beaches/keokeabeachpark.php
Kiholo Bay,"If you were to squeeze the Big Island into a single beach, you'll end up with something like Kiholo Bay (view panorama). This Kohala Coast beach has a little of everything: beautiful sights, fascinating wildlife, tide pools, ancient ponds and rock formations. There's even a mini-island made of lava rock right at the heart of the bay. The bay itself consists of a mix of fresh and salt water, surrounded by dark lava rocks and a usually calm lagoon. The lagoon is a great spot for swimming and snorkeling, since the water in it is usually calm compared to the rest of the bay. Much of the bay was once a Hawaiian fishpond built in 1820 by King Kamehameha I. Its boundaries were 2 miles (3.2 km) long and its rock walls were 6 feet (1.8 m) tall and 20 feet (6 m) wide. In 1859, a lava flow from the Mauna Loa volcano, located 30 miles (48 km) away from here, reached Kiholo Bay and destroyed the southern portion of the ancient fishpond and created the lagoon you see today.   At the northern end of the bay is Wainanali'i Pond, which is connected to the ocean via a man-made channel. It is an important feeding and sleeping site for green sea turtles. However, it is located on private property and therefore not accessible. Bordering Kiholo Bay to the south is Luahinewai Pond, a freshwater pool that's surrounded by coconut palms and lush vegetation. This area is also on private property and off-limits to visitors. On your way to Kiholo Bay, stop at Mile Marker #82 on Highway 19 at the Kiholo Bay Scenic Overlook, from where you can see most of the bay and its sprawling coastline (see below for directions on how to access the bay).    ",,"swimming, snorkeling, surfing, fishing",Hawaii,https://www.to-hawaii.com/big-island/beaches/kiholobay.php
Kikaua Beach,"This small man-made cove (view panorama) has a pretty white-sand beach. The sandy ocean bottom within the cove is ideal for small children. The cove is surrounded by lava rocks which protect the nearshore waters from waves and currents. There are some palm trees on the beach which provide shade, and the beach is easily accessible via a 5-minute walk on a paved path. The beach closes a half hour after sunset.       ",,"swimming, snorkeling",Hawaii,https://www.to-hawaii.com/big-island/beaches/kikauabeach.php
Kolekole Beach Park,"Located about 10.5 miles (16.9 km) north of Hilo, Kolekole (see more photos) is a popular beach park among residents in the Hilo area, mainly because of its beautiful scenery, spacious grassy areas and facilities. On the weekends and on holidays, it is often times crowded with picnickers. The ocean conditions are too rough and dangerous for swimming, but many people use the Kolekole Stream as a swimming pool. The stream is fed by Akaka Falls, a popular waterfall located about 4 miles (6.4 km) above Honomu, a nearby town. Another smaller waterfall flows into Kolekole Stream near the ocean, completing the tropical scenery of this beach park.   Kolekole Beach is made up of black sand and rocks and is located below a 100 feet (30 m) tall highway bridge. The beach is small and during rough ocean conditions, high surf often times washes over the beach and into the stream. It is best to avoid swimming at the mouth of the stream due to strong currents in this area. The bridge was once used by the Hawaii Consolidated Railway. In 1946, a tsunami with waves of 37 feet (11 m) above sea level rushed onto the shoreline here and destroyed the girders from the middle part of the steel bridge, which destabilized it. Because many other parts of this part of the Big Island's shoreline were destroyed, the railroad went out of business. The county later purchased the bridge and rebuilt it.    ",,"swimming (mainly in stream), fishing",Hawaii,https://www.to-hawaii.com/big-island/beaches/kolekolebeachpark.php
Kua Bay (Manini'owali Beach),"Kua Bay (Manini'owali Beach) (view panorama) is part of the Kekaha Kai State Park, which is located along the leeward coast of the Big Island of Hawaii. It marks the northern end of the state park and features several hiking trails and a number of lookout points from which you can enjoy great views of the salt-and-pepper coastline. Swimming and snorkeling are popular activities in the summer, when the water is calmer. But even then there are days when novice swimmers shouldn't go into the water because the shorebreak can be very powerful and dangerous. It's what makes Kua Bay popular among bodyboarders and surfers. Another major attraction is the marine wildlife that thrives in the bay. On calmer days, you can see turtles and dolphins not far from shore. Some turtles actually swim up to the shore. Dolphins are a less common sight, but they do make frequent appearances in the summer months. Access to Kua Bay is easy. From the main highway, take the 1.5 mile paved road that leads to a parking lot. The parking lot fills up quickly during weekends, so people also park along the final stretch of the road. At the end of the road is a convenient turnaround.        ",,"swimming, snorkeling, diving, bodyboarding, surfing",Hawaii,https://www.to-hawaii.com/big-island/beaches/kuabay.php
Kuki'o Beach,"Located north of Kikaua Point on the Big Island's Kohala coast, Kuki'o Beach (view panorama) is a pretty white-sand beach, which can most conveniently be accessed at the Hualalai Four Seasons Resort. Entering the water is a little tricky here because shoreline rocks line almost the entire length of the beach. The best entry and exit point to the water is at the south end of the beach, where there is a small opening in the rocks, near neighboring Kikaua Beach. Because of this, Kuki'o Beach is not regarded as a good swimming beach. However, the fishing conditions are good. During the winter months, the waves are sometimes good enough for surfing and bodyboarding as well. The beach is surrounded by coconut palms, ironwood and kiawe trees. A few small brackish-water ponds are located near the beach.       ",,"fishing, snorkeling, kayaking",Hawaii,https://www.to-hawaii.com/big-island/beaches/kukiobeach.php
Lapakahi State Historical Park,"Nature and history come together in this 265-acre (1 sq. km) park which is located a short drive north of Kawaihae on the Big Island's northwestern shoreline. Lapakahi State Historical Park was once an ancient Hawaiian fishing community, Koai'e, which dates back to the 14th century. The site features a wide array of historical artifacts, natural wonders and archaeological remains (such as old ruins, huts and temples), all of which stand as mute testaments to the island's fascinating history. Visitors can take a self-guided tour through the park. There is a mile-long trail that leads to several points of interest, which are all explained by markers. The tour ends at the Koai'e Cove, home to a marine preserve (Lapakahi Marine Life Conservation District) and two small but beautiful beaches. Beautiful coral reefs and interesting wildlife make for excellent underwater views, although snorkelers are advised to keep a safe distance from the coral. This is also a good spot for whale watching during whale season in the winter months. A short walk to the north lies Mahukona State Park, which is equipped with restrooms, showers and barbecue pits. Camping is allowed here with a permit.      ",,snorkeling,Hawaii,https://www.to-hawaii.com/big-island/beaches/lapakahi-state-historical-beach-park.php
Laupahoehoe Point Beach Park,"Located on the Big Island’s Hamakua Coast (east shore), Laupahoehoe Point (see more photos) is a peninsula covered with coconut palms, grass and black lava rocks on the shoreline, which contrast beautifully with the deep blue ocean. On a sunny day, the ocean is particularly blue here. Laupahoehoe is known for its scenic views, but it also holds a tragic past. It was here where a tsunami killed 19 schoolchildren and 5 adults on April Fool’s Day in 1946. The names and ages of the victims were engraved on a rock, which serves as a memorial in the park. The village was later relocated further inland to avoid another tragedy. Laupahoehoe Park is a nice spot for a picnic and picture taking, but when it comes to water activities, the options are limited. Other than exploring the nearshore tidepools, the ocean is too furious and dangerous here for swimming. When you’re out on the peninsula, you can often times see the waves crash against the lava rocks.      ",,fishing,Hawaii,https://www.to-hawaii.com/big-island/beaches/laupahoehoepointbeachpark.php
Leleiwi Beach Park,"Leleiwi Beach Park (see more photos) is located next to the Richardson's Ocean Center at the eastern end of Hilo. There is a small black-sand beach and the rocky shoreline is made up of a few natural ponds, inlets and small rock islets. Some of the ocean pools are fed by freshwater springs, so the surface water is a bit chilly. But nevertheless, many tropical fish and other marine life inhabit the bay. And because the beach is shallow and protected, it is a popular snorkeling destination.   A sea wall lines almost the entire length of the beach, but there is a small pocket beach at the base of the wall which serves as an entry and exit point to the water. As you enter the water, don’t be surprised if you’re joined by some green sea turtles who inhabit the area and are particularly friendly to swimmers. Keep in mind though that they are protected by law and it is not allowed to touch or swim after them. Leleiwi is also a good spot for picnics. There are palm trees that provide shade, as well as picnic tables and pavilions.     ",,"swimming, snorkeling, fishing",Hawaii,https://www.to-hawaii.com/big-island/beaches/lelewibeachpark.php
MacKenzie State Park,"This sprawling state park has one of the most dramatic oceanfronts, but people don't come here for the swimming. MacKenzie State Park is mostly popular among sunbathers, picnickers and fishing enthusiasts. Strong currents make it unsafe for swimmers and snorkelers, and many drownings and near-drownings have happened in this area. Most of them were fishermen who were swept off the rocky ledges. Nevertheless, the views at this 13-acre (52,609 sq. m) paradise certainly merit a full day of exploring.   The park is located on the east rift zone of Kilauea, one of the world's most active volcanoes. Because of this, the park's landscape consists mostly of rocks and dried lava, with some lush greenery on the far sides. Low sea cliffs are located along the water's edge. Here, you'll find caves, sea arches and lava tube openings, most of them a result of decades of volcanic activity. The park is surrounded by many ironwood trees, so there is plenty of shade. Picnic tables and pavilions are available. If you want to stay overnight, you can get a camping permit from the park office. Be sure to check out King's Highway, an ancient Hawaiian trail that takes you through the park on a winding path. It was built back in the days when King Kamehameha the Great ruled the Hawaiian Islands. Along the way, there are several lookout points where you can enjoy great views of the ocean and surrounding landscape. The peak offers a bird's eye view of the coast, clearly defined against the water, making for a truly magnificent picture. MacKenzie State Park was named in 1939 after Albert J. W. MacKenzie, a forest ranger on the Big Island who passed away a year before. He was a dedicated forest ranger, replanting many burned areas in the Puna and Ka'u districts. He also planted the ironwood trees in this park. Another interesting fact is that MacKenzie State Park is known as a spooky place, especially at night. It is the nightmarchers' territory and eerie sounds and sights have been witnessed (Nightmarchers are the spirits of deceased ancient Hawaiians. Their processions, which include torches and drumming, have been witnessed by quite a few people, especially on full moon nights).     ",,fishing,Hawaii,https://www.to-hawaii.com/big-island/beaches/mackenzie-state-park.php
Mahai'ula Beach,"Mahai'ula Beach is part of the Kekaha Kai State Park on the Big Island's west coast. It is located about 2 miles (3.2 km) north of the Kona airport and is accessible via a rugged dirt road. This white-sand beach is backed by trees, which reach down almost to the water's edge, so there are some shady spots. The swimming conditions are usually good when the ocean is calm. From the beach, a coastal lava trail leads north to neighboring Makalawena Beach, about a 15 to 20-minute walk.      ",,swimming,Hawaii,https://www.to-hawaii.com/big-island/beaches/mahaiulabeach.php
Mahukona Beach,"Mahukona Beach is unusual in more ways than one. For one, it is not a real beach, but an abandoned commercial harbor run by the Kohala Sugar Company (the harbor was closed in 1956). Remnants of the area's enterprising past can still be found under water and are in fact one of its main attractions. The beach is not your typical Hawaiian paradise, but it's definitely got charm. The calm, clear waters make Mahukona a popular snorkeling spot. The underwater scene here is unique, featuring old mill equipment and machinery and even a shipwreck nestled inbetween beautiful coral reefs. Together, they make a most peculiar playground for the local marine life. Be sure to bring an underwater camera as this is one scene you certainly wouldn't want to miss!   There's also a lot to see on land, including several artifacts from the old sugar mill. The harbor edge is marked by a rock wall, and some rusted machinery has been here for years, adding to the rugged appeal of the place. The water is easily accessible from the harbor, but the shore is very rocky and can be hard to navigate. Bring a pair of sturdy sandals and save yourself a few scratches. The entrance is marked by gentle sloping steps, so there's no steep drop-off. The underwater visibility is usually excellent, except during times of rough ocean conditions (mainly during the winter months). During times of heavy surf, it is best to stay out of the water.    ",,"swimming, snorkeling, scuba diving, fishing, boating",Hawaii,https://www.to-hawaii.com/big-island/beaches/mahukonabeach.php
Makaiwa Bay,"Makaiwa Bay (view panorama) is a beautiful sandy cove located south of the Mauna Lani Bay Hotel and Mauna Lani Terrace condos. The swimming and snorkeling conditions are good when the ocean is calm. You'll be able to see quite a few fish in the nearshore waters. The beach is surrounded by luxury accommodations. If you're not staying in the area, there is a public parking lot, but it's about a 10 to 15 minute walk on a paved path through a lava field and along the Mauna Lani fishponds (Kalahuipua'a) to get to the beach. It is a scenic trail. First you'll walk through an interesting lava landscape and then right along the ancient fishpond and along the shoreline, where you'll also see a fishtrap.     ",,"swimming, snorkeling, scuba diving",Hawaii,https://www.to-hawaii.com/big-island/beaches/makaiwabay.php
Makalawena Beach,"The Kona Coast has its share of ""secret"" beaches – little strips of paradise hidden by larger, better-known spots. Makalawena Beach is one such place, accessible by a 20-minute hike on a rough lava trail (or with a 4-wheel drive vehicle that can handle the bumps in the road). But anyone who has been here will agree that it is certainly worth the challenge. Makalawena's salt-and-pepper beach is a mix of white coral chunks and black lava, strewn with larger lava rocks that create an unusual, dramatic landscape. The beach is also unique in that some of the most extensive sand dunes in the Kona district are located here. The area immediately offshore is the best for swimming because the ocean bottom is the less rocky here than in the other coves and inlets of this beach. Make sure to check the water conditions before getting in, as the surf tends to be rough at times.   The Makalawena shore is lined by palm trees, and the beach has several coves and inlets, which are backed by a long, curving sand beach. Inland of the beach is the 12-acre (48,562 sq. m) Opae'ula Pond, which is one of the Big Island's most important shoreline bird sanctuaries. The pond is home to many opae'ula, or red shrimp, which are a delicacy for the birds. Some of the birds who can be seen here include the endangered Hawaiian stilt (a'eo), ducks, black-crowned night herons, coots, doves, sparrows, wandering tattlers and cardinals.    ",,"swimming, snorkeling, scuba diving, bodyboarding, surfing",Hawaii,https://www.to-hawaii.com/big-island/beaches/makalawenabeach.php
Manini Beach,"Located on the Big Island's west shore just south of popular Kealakekua Bay, Manini Beach has a rocky shoreline consisting of white coral rubble and black lava rocks. The beach wraps around the north point of Kahauloa Bay, and the area behind it belongs to Napo'opo'o Park. The surfing conditions are sometimes good here, especially if the waves break far enough out so that surfers can safely navigate away from the nearby rocks. Other water activities that are possible include snorkeling and scuba diving. There is a small sandy channel that cuts through the reef and allows for easy access into the ocean. The best underwater visibility can be found to the right of the channel. During rough ocean conditions, it is best to stay out of the water because it can get quite turbulent and this is when underwater visibility is diminished as well.   For those who prefer to stay out of the water, Manini Beach offers nice views of the Kealakekua cliffs and the Captain Cook monument. The beach is a nice picnic spot as well and picnic tables are available. The park has grassy areas and trees that provide shade. Manini Beach and the entire Napo'opo'o area were hit hard on March 11, 2011, when a tsunami (which was generated by the magnitude 9.0 earthquake in Japan) washed ashore here and caused extensive damage to many of the beach homes. One of the homes next to Manini Beach was lifted up and sucked out to sea.   ",,"snorkeling, scuba diving, surfing",Hawaii,https://www.to-hawaii.com/big-island/beaches/maninibeach.php
Mau'umae Beach,"Located in the Big Island's South Kohala district (northwestern shore), Mau'umae Beach (view panorama) is tucked away behind shady trees and features protected waters. It is less popular than the neighboring beaches Mauna Kea Beach and Spencer Beach Park. The swimming conditions are good when the ocean is calm. Due to its seclusion, the beach is sometimes frequented by nudists who like to sunbathe in a smaller separate cove on the right (north) end of the beach.       ",,swimming,Hawaii,https://www.to-hawaii.com/big-island/beaches/mauumaebeach.php
Napo'opo'o Beach Park,"A quaint historical charm surrounds the rugged landscape of Napo'opo'o Beach Park, a cultural gem on the Big Island's west shore, located at the southern end of Kealakekua Bay. This is where Captain James Cook first set foot on the Big Island of Hawaii on January 17, 1779, and where the first Christian service was held by his crew. Just across the bay is the exact spot where he was killed less than a month later (today a 27-foot white obelisk is standing near the spot where he was killed, which can be seen from Napo'opo'o Beach Park). Every step on this beach is a walk through time, and every stone has a story to tell. One of the highlights of this beach is the Hiki'au Heiau (ancient Hawaiian temple site), a temple dedicated to Lono, the god of agriculture and fertility of the land. When Cook arrived here in 1779, the natives initially thought he was Lono and that the large ships were newly formed islands. The heiau is accessible via a trail located behind the beach.   The shoreline is rocky, but walkable. What used to be a sandy beach has eroded over time. Now, mainly boulders make up the beach. Snorkeling at Napo'opo'o is good when the water is calm and clear. Like most beaches in the area, there is some interesting marine wildlife to observe, including green sea turtles. If you're lucky, you might spot some of them resting on the shore. Napo'opo'o is also a popular spot for picnics and barbecues. There's plenty of shade in this 6-acre (24,281 sq. m) beach park, and you can find grills and tables throughout the park. Update: The entire Napo'opo'o area were hit hard on March 11, 2011, when a tsunami (which was generated by the magnitude 9.0 earthquake in Japan) washed ashore here and caused extensive damage to many of the beach homes. One of the homes a little further south from here was lifted up and sucked out to sea.    ",,"snorkeling, scuba diving, kayaking",Hawaii,https://www.to-hawaii.com/big-island/beaches/napoopoobeachpark.php
New Kaimu Black Sand Beach,"As the name of this beach implies, it is new. In fact, the land that this beach encompasses and the area surrounding it didn't exist a mere 20 years ago. In 1990, a lava flow from nearby Kilauea volcano reached the shoreline at Kalapana and destroyed this entire community along with the neighboring subdivisions of Kaimu and Royal Gardens. Also buried under 50-75 feet (15-23 m) of lava was Kaimu Black Sand Beach, a beach that was a favorite among local residents and visitors alike because of its fine, jet black sand and stately coconut palms lining the shoreline. In an effort to bring Kaimu Black Sand Beach back to its former glory, new palm trees have been planted on this brand new shoreline land. A small new black sand beach is located near where the old Kaimu Black Sand Beach used to be.   To reach it, drive Kapoho-Kalapana Road or Pahoa-Kalapana Road (Hwy 137 or Hwy 130) all the way to the end. There is a small parking lot near the Kalapana Village Café. From here, walk up the small hill where you'll see a sign that says “Kaimu Beach Eco-Path.” Follow the dirt trail that leads through the lava field. It's about a 5-10 minute walk to the ocean and the beach. There are no facilities out here, and water activities, including swimming, are not possible due to strong currents and hazardous surf. The beach is just nice to look at and imagine how it will change over the years as all the newly planted coconut palms reach full height.     ",,hiking,Hawaii,https://www.to-hawaii.com/big-island/beaches/newkaimublacksandbeach.php
Old Kona Airport State Park,"The old Kona Airport closed down in 1970, but developers have certainly put the site to good use. In its place now lies a one-mile-long beach and state park, the old runway conveniently turned into a parking lot. In fact, parking is one of the best facets of the Old Kona Airport Beach (see more photos) – it's free, the slots are wide and the lot can function as a picnic ground by itself. And the airport's old terminal building now serves as a pavilion. Many people come to Old Airport (as local residents refer to this state park) for the sunset views. The beach is long and wide, and there is a sandy stretch between the old runway and the rocks at the water's edge. Even though the beach is rather rocky, swimming is possible here.   The best spot is located at the southern end, where you'll find an inlet that offers easy access to the water. There are a few more inlets and sandy channels scattered on the length of the beach, but the southern end is the best one. This southern area around the old terminal building is leased by the county, and sports fields and tennis courts for community events are located here as well. The beach is exposed to high surf, so during storms it is best to stay out of the water because of strong currents.    ",,"snorkeling, scuba diving, surfing",Hawaii,https://www.to-hawaii.com/big-island/beaches/oldkonabeachpark.php
Onekahakaha Beach Park,"Located just south of downtown Hilo on the Big Island’s east shore, Onekahakaha Beach Park is the ideal beach for families with small children and for tidepooling. There is a sand-bottomed cove that is separated from the open ocean by a boulder break, so the nearshore waters are shallow and free of currents or wave action. Also, lifeguards are on duty year-round. Surrounding the cove are a few tide pools, which are sometimes visited by sea turtles. The largest one of them is home to a large population of sea urchins, as well as sea cucumbers, brittle stars, cone shells, sea urchins and sea anemones. However, this pool is not as children-friendly as it has a rockier and deeper bottom and is not protected by the breakwater. Also, it is subject to currents.   Behind the breakwater, the currents are strong especially when the surf it up, so in the past, when there weren’t any lifeguards yet, many drownings and near-drownings have happened in the turbulent waters behind the protected area. When tidepooling, keep the following safety tips in mind: Always wear water shoes to protect your feet from the sharp lava rocks and reef. Don’t touch the sea urchins or other ocean creatures.     ",,"swimming, snorkeling, tidepooling",Hawaii,https://www.to-hawaii.com/big-island/beaches/onekahakahabeachpark.php
Onomea Bay,"Onomea Bay (see more photos) is one of the lushest areas on the Big Island. The Hawaii Tropical Botanical Garden is located right on this bay and features waterfalls, streams and a raised wooden boardwalk leading to the ocean. The bay is located just a short drive north of Hilo and is considered by many to be an area not to be missed. Past mile marker 7, the 4-mile (6.4 km) scenic drive on the Old Mamalahoa Highway begins. Make a stop at the botanical garden and do a self-guided tour.   You’ll come across over 2,000 exotic types of flora. The lush garden is also home to many birds, and you’ll be breathing air that is filled with the fragrance of tropical flowers and fruits. Onomea Falls is located on the grounds as well. If you don't want to pay the entrance fee to the garden to hike down to the bay, you can see Onomea Bay from a lookout (located along Mamalahoa Highway).     ",,none,Hawaii,https://www.to-hawaii.com/big-island/beaches/onomeabay.php
Pahoehoe Beach Park,"Pahoehoe Beach Park (view panorama) is mainly frequented by fishermen and picnickers as it doesn't provide easy access to the ocean. The beach is rocky and there is a low seawall at the water's edge, which acts as a barrier against high waves. There is only a small pocket of sand mixed with coral rubble, so it is not a good beach for swimmers. However, Pahoehoe makes up for it by being a nice spot for a picnic or ball games. The park is shaded by kiawe trees and has grassy areas and picnic tables.   When the ocean is calm experienced snorkelers and scuba divers frequent Pahoehoe because it offers some interesting underwater sights, such as ancient lava formations, colorful marine life and a beautiful coral reef. Beginners are not advised to dive in because of the rocky nearshore ocean bottom and occasional rough currents.    ",,"fishing, scuba diving",Hawaii,https://www.to-hawaii.com/big-island/beaches/pahoehoebeachpark.php
Papakolea Green Sand Beach,"Papakolea Beach, located near the Big Island's southern tip, is known for its unique olive green sand. Olivine is a semi-precious stone. Here in this area these small green volcanic stones originate from the littoral cone that surrounds the small bay. The ocean erodes these stones and crushes them into fine sand. The sand is too fine to be considered gem stones, but beaches like this are rare. So it's almost like walking on jewels. However, getting to this beach isn't easy. Papakolea is located at the base of Pu'u O Mahana, an old littoral cone in a wild, undeveloped terrain. Access involves a three-mile (4.8 km) hike through lava fields. If you're going on a sunny day, keep in mind that it is usually quite windy in this area, which blows up the dust.   It is a good idea to prepare yourself for what some call a long and arduous walk. So wear hiking boots, a T-Shirt, comfortable pants or shorts and a hat and bring plenty of water and sunscreen. It is a common sight to see tourists arrive in sandals and bathing suits who turn around half way because they can't make it. Also, there aren't any signs, markers or maps to follow. There isn't even a specified trail. A good tip is to stay a little bit more to the left on the way there. Even though the trails near the ocean are nice, they are more rugged with sharp lava rocks and in the end will take longer. Once you make it to the beach, you'll be rewarded with one of the best views on the Big Island. The green beach appears almost unreal against the backdrop of steep cliffs and boulders. At sunset, the play of colors against the sand is simply breathtaking. To get down to the beach, you'll have to hike down a low sea cliff. The best spot is the area where the cliff is less steep. The steep face of the cliff is dangerous because the ground is loose and can slide away. The sparkling blue water appears calm, but beware that currents are often times difficult to spot, so it is best to stay close to the shore if you plan to swim here. If the surf is up, don't go into the ocean because if you get in trouble here, you're miles away from any help. There are no lifeguards on this beach. A visit to Papakolea Beach is a full-day trip, so plan ahead. The hike to and from the beach alone takes about 2-3 hours, depending on how fast you can walk, and then you still need to calculate for some time on the beach and the drive time it takes to get to South Point. It is best to leave the beach well before sunset because as mentioned above, the area is undeveloped, there are no lights and the terrain is rough. It is not a good idea to walk here in the dark.    ",,"limited swimming (only when ocean is calm and only close to shore), fishing",Hawaii,https://www.to-hawaii.com/big-island/beaches/papakoleagreensandbeach.php
Pauoa Bay,"From the shore, Pauoa Bay (view panorama) looks like a small pond with the crescent-shaped lava walls protecting the calm blue waters. Palm trees line the coast and rugged greenery grows on the large rocks that surround the bay. The natural seawalls keep out high surf, making the bay calm and perfect for swimming and snorkeling. Experienced divers and surfers sometimes venture beyond the walls to get some wave action, but most people prefer to stay in the safe zone. On calm days, you can also go rafting or boating around the bay. Pauoa Bay is home to one of the healthiest coral reefs in Hawaii, thanks mostly to conservation efforts by the University of Hawaii. Here you'll find the beloved honu (Hawaiian green sea turtle) and a large population of reef fish, including eels, rays, puffer fish and butterflyfish. In the winter, you may even spot a few dolphins and whales. Pauoa Beach is located in front of the Fairmont Orchid at Mauna Lani Resort. The resort unofficially doubles as a parking lot for its beachgoing patrons.       ",,"swimming, snorkeling, scuba diving",Hawaii,https://www.to-hawaii.com/big-island/beaches/pauoabay.php
Pebble Beach,"Located on the Big Island's Kona Coast, Pebble Beach gets its name from the black lava pebbles that line its coast, creating a unique and attractive landscape. The beach is home to a rich marine ecosystem. Just below the surface, there is a wide array of ridges, pinnacles and reefs, all teeming with fish and other native marine life. Some of these ridges lead to steep drop-offs. Even though this sounds like the perfect snorkeling or diving spot, the shorebreak is treacherous here and strong currents are almost always present. The beach is also not the best place to sit down for a picnic because there is no sand and the pebbles can get quite hot during mid-day and are not too comfortable to sit on. But it's still an interesting place to visit to listen to the surf wash ashore and toss the pebbles around.      ",,none,Hawaii,https://www.to-hawaii.com/big-island/beaches/pebblebeach.php
Pelekane Beach,"Pelekane Beach (see more photos, view panorama) on the Big Island's South Kohala Coast isn't your typical beach park. In fact, swimming, picnicking, camping and even sunbathing isn't allowed on this beach because many ancient sacred sites are located here. But a visit is definitely worth it because you'll learn about Hawaii's past and can see traditional heiaus (Hawaiian temple sites), some of which were used by King Kamehameha the Great. One such heiau, located near Pelekane Beach, is the Pu'ukohola Heiau dedicated to the war god Ku and built by the king himself in 1790-91. Pelekane Beach has also witnessed a large number of human sacrifices, which were part of ancient Hawaiian rituals. The first such sacrifice was made during the dedication ceremony for the newly erected temple and was followed by several others over the course of several years. The king's cousin and rival, Keoua, also met his end on this beach, marking the start of Kamehameha's reign. Mailekini Heiau, which is directly located on Pelekane Beach, is much smaller than the great Pu'ukohola, but is one of the oldest and bears several ancient religious images.   Then there is another smaller heiau believed to be completely submerged about 100 feet (30 m) offshore. It's a shark heiau called Hale o Kapuni, dedicated to the shark god Kauhuhu. It is said that human remains were placed here for the sharks. Up until this day, a large shark population frequents this area. Local residents consider the area a breeding ground for sharks, mainly black tips and grays. The beach itself is small and consists of white sand and coral rubble. The ocean bottom is very shallow here because of the coral rubble, soil runoff from the shore and rocks from the nearby harbor landfill. The water is almost stagnant and appears dirty. Because of this and the sharks it doesn't really matter that swimming is prohibited here. Two signs near Pelekane Beach read: ""Who would suspect that the area at the base of this hill is one of the most significant cultural sites in Hawaii? This plain-looking patch of earth was the site of Pelekane, one of several known royal compounds traditionally used by Hawaiian kings. The compound contained the royal residence, probably some housing for other members of the royal court, and a royal fish pond. It was at Pelekane where Keoua, rival to Kamehameha, was killed in 1791, securing Hawaii for Kamehameha and initiating his takeover of all the Hawaiian Islands. Here, too, Kamehameha II prepared for his role as king following his father's death in 1819. Pelekane also became a favorite landing spot for foreign ships, where trade negotiations with the king were often hosted. After 1819, it is probable that, like Pu'ukohola Heiau and the ancient religious beliefs, the royal compound was abandoned with the abolition of the kapu (sacred laws)."" ""The submerged remains of Hale o Kapuni Heiau, a temple dedicated to shark akua (deities), are believed to be just offshore. The heiau was built by a chief whose family revered sharks, believing that the family's 'aumakua (deified ancestors) could become physically present within sharks. A Hawaiian family often revered a specific animal species, in the belief that the spirit of a helpful ancestor might appear to them as one of that species during times of distress. The exact construction date and exact location of Hale o Kapuni Heiau are unknown. It is hoped that underwater archaeology will tell us more. The National Park Service strives to protect all cultural resources, whether on land or submerged.""     ",,"fishing is allowed, swimming is prohibited",Hawaii,https://www.to-hawaii.com/big-island/beaches/pelekanebeach.php
Pine Trees Beach,"Unlike its name, you won't find any pines on this beach – it was named by clueless surfers who thought the nearby mangroves were pine trees. Pine Trees Beach is a popular place among local surfers and one of the best barbecue sites on the Big Island's Kona Coast. The beach is mainly visited by local residents because it's not that easy to get to it. Access is via a rough, unpaved, 4-wheel drive road. It can be crowded on weekends, but during the week, you may have it almost to yourself. Locals often camp out here, but you’ll need a permit to stay overnight. You can get one from the beach officials who usually set up a tent on the beach. The swimming conditions are poor because the ocean bottom is rocky. It is mainly surfers who go into the water. But the beach has white sand, so it's a good place for a barbecue and to relax. When the water is calm, the deeper offshore areas are sometimes visited by scuba divers, who come here on boat. The area offers good cave-diving opportunities.      ",,"surfing, scuba diving",Hawaii,https://www.to-hawaii.com/big-island/beaches/pinetreesbeach.php
Pololu Valley Beach,"You might feel a sense of déjà-vu when visiting Pololu Valley Beach (see more photos). Your hunches are probably right – this beach is one of the most photographed spots on the Big Island. You’ve probably seen it on postcards, book covers and in magazines and brochures. The small black-sand beach is surrounded by high sea cliffs, which look like giant walls. Some visitors just come to the Pololu Valley Lookout. The valley itself is a steep 400 feet (122 m) down, accessible on foot, but quite a challenge for inexperienced hikers. It takes about 25 minutes to get to the beach and you’ll have to walk down steep steps on a zigzagging dirt path.   However, the view is well worth it. You’ll come across a lazily winding stream, emerald-green landscapes and a few little waterfalls. It’s no surprise that people have fondly called this valley an enchanted forest – you can almost feel the magic in the air! The swimming conditions are poor here because of strong currents and the rocky ocean bottom. There are no lifeguards or facilities nearby, so make sure to plan ahead and bring everything you need. You’ll need to hike all the way back up to load up on supplies! Also, make sure to bring insect repellent, as the area tends to attract mosquitoes.    ",,none,Hawaii,https://www.to-hawaii.com/big-island/beaches/pololuvalleybeach.php
